url,page_type,reasoning
https://www.bulk.com/uk/accessories-clothing/mens-gym-clothing,product_listing_page,"The page is a product list page for Men's Gym Clothing, featuring a range of gym clothing items and encouraging users to explore the products for purchase."
https://www.bulk.com/uk/accessories-clothing/shaker-bottles,product_listing_page; faq_page,"The page discusses a variety of protein shaker bottles available for purchase, indicating it's a product listing page. It also contains a section with frequently asked questions about protein shakers, categorizing it as an FAQ page."
https://www.bulk.com/uk/accessories-clothing/t-shirts-tops,product_listing_page,"The page lists a category of products, specifically T-Shirts and Tops, and describes the range available for purchase."
https://www.bulk.com/uk/accessories-clothing/training-accessories,product_listing_page,"The page lists a range of training accessories available for purchase, indicating it is a product listing page."
https://www.bulk.com/uk/accessories-clothing,product_listing_page; faq_page,"The page features a product listing for various gym accessories, indicating it is a product listing page. Additionally, it contains a section of FAQs related to the gym accessories available, classifying it as a FAQ page as well."
https://www.bulk.com/uk/affiliates,content_page,"The page provides information about the Bulk™ Affiliate Programme, detailing the commission structure, application process, and expectations for affiliates. It does not sell a product directly or answer frequently asked questions, fitting it best as a content-focused page."
https://www.bulk.com/uk/alex-cleland,product_listing_page,"The page is titled as a 'Product List Page' and indicates a category of products, which suggests it is listing multiple products rather than a single product for sale."
https://www.bulk.com/uk/alex-crockford,product_listing_page,"The page is labeled as a Product List Page and is associated with a specific category, indicating it is listing multiple products for sale."
https://www.bulk.com/uk/back-in-stock,product_listing_page,The page is identified as a 'Product List Page' which indicates that it lists products available for purchase in a specific category (back-in-stock).
https://www.bulk.com/uk/best-sellers,product_listing_page,"The page is a product list page categorized as 'bestsellers', indicating it lists multiple products available for purchase."
https://www.bulk.com/uk/black-friday-sale,product_listing_page,"The page is a product list page featuring various deals for Black Friday, indicating it is an overview of products available for sale."
https://www.bulk.com/uk/block-documenation,content_page,"The page contains information about product offerings and brand philosophy but does not feature a specific product for sale, FAQ section, or a blog article."
https://www.bulk.com/uk/boxing-day-sale,product_listing_page,"The page indicates it is a 'Product List Page' and is associated with a sale, suggesting it lists multiple products available for purchase."
https://www.bulk.com/uk/build-muscle-goal,product_listing_page,"The page provides a list of products related to the 'Build Muscle' goal, indicating it is a product listing page."
https://www.bulk.com/uk/bulk-boost,product_details_page; faq_page,"The page offers a product ('Bulk™ Boost') for sale with pricing information and an action to purchase it, which categorizes it as a product details page. Additionally, there is a section containing frequently asked questions about how 'Bulk™ Boost' works, thus classifying it also as a FAQ page."
https://www.bulk.com/uk/bulk-reviews,content_page,"The page contains user reviews and feedback for Bulk™ but does not offer a product for sale, provide a product listing, or include FAQs."
https://www.bulk.com/uk/bulk-x-barratt,product_listing_page,"The page is a product list page for the Bulk™ × Barratt® brand, showcasing various products with their descriptions, indicating a categorization of multiple products available for purchase."
https://www.bulk.com/uk/bulkeats,product_listing_page,"The content indicates that this is a 'Product List Page' which suggests it lists products related to the category 'bulkeats', making it a product listing page."
https://www.bulk.com/uk/buy-box-additional-info,content_page,"The page discusses payment methods available but does not contain product details for sale, FAQs, or a blog article."
https://www.bulk.com/uk/buy-box-delivery,content_page,"The content only mentions free delivery on orders over £60, which does not provide specific information regarding a product, an FAQ, or an article. It is general information likely related to shipping policies."
https://www.bulk.com/uk/cbd-range,product_listing_page,The page provides an overview of a category of products (CBD range) and is formatted as a product list page.
https://www.bulk.com/uk/change-your-diet-goal,product_listing_page,The page is categorized as a 'Product List Page' providing an overview of products to help change diet goals.
https://www.bulk.com/uk/clothing-returns,product_listing_page,"The page contains multiple sections promoting various categories of products, such as 'Bestsellers', 'Gummies', 'Vitamins & Minerals', and others. Each section includes links to shop for those products, indicating it is an overview of products available for purchase."
https://www.bulk.com/uk/code-confirmation,content_page,The page provides information about a discount code for products but does not offer a specific product for sale or include a direct action to purchase.
https://www.bulk.com/uk/code-exclusions,product_listing_page,"The page contains a table indicating a product list with a specific category (code-exclusions), which suggests it is meant to list multiple products rather than a single item for sale."
https://www.bulk.com/uk/components/modal,content_page,"The page contains text content organized into sections (modals), but there are no product offerings, prices, or calls to action related to purchasing, thus making it a content page."
https://www.bulk.com/uk/copy-of-index-23-september-10-38,product_listing_page,"The page contains multiple links to specific products and sections, such as 'Shop Now' links and categories like 'Bestsellers' and different health goals, indicating it lists multiple products available for purchase."
https://www.bulk.com/uk/cyber-monday-sale,product_listing_page,The page is a product list page showcasing a Cyber Monday sale with a focus on multiple products available for purchase.
https://www.bulk.com/uk/deal-of-the-day-uk,product_listing_page,"The page appears to be structured as a product list page, indicating it is meant for displaying a category or overview of products."
https://www.bulk.com/uk/deal-of-the-day,product_listing_page,"The page is a 'Product List Page' for a specific category (deal-of-the-day), indicating it lists multiple products for sale."
https://www.bulk.com/uk/diet-protein-shakes,product_listing_page; product_details_page,"The page lists multiple protein powder products with detailed descriptions, prices, and links to purchase, fulfilling the criteria for both a product_listing_page and product_details_page."
https://www.bulk.com/uk/easter,product_listing_page,"The page provides an overview of multiple products related to the Easter category, indicating it's a product listing page."
https://www.bulk.com/uk/eat-vegan,product_listing_page,"The page is identified as a 'Product List Page' and falls under the category of listing products for a specific theme, which is 'eat-vegan'."
https://www.bulk.com/uk/endurance-goal,product_listing_page,The page is a product list page that provides a category overview of products related to an endurance goal.
https://www.bulk.com/uk/essentials,product_listing_page,"The page is categorized as a 'Product List Page' for essentials, indicating it lists a category of products rather than offering a single product for sale."
https://www.bulk.com/uk/exclude-extra-uk-codes,product_listing_page,"The content indicates that this is a Product List Page, which typically lists a category or overview of products."
https://www.bulk.com/uk/festive-foods,product_listing_page,The page is identified as a 'Product List Page' which indicates it is providing an overview of a category of products.
https://www.bulk.com/uk/festive-protein,product_listing_page,"The page is identified as a 'Product List Page', suggesting it provides an overview of a category of products related to festive protein."
https://www.bulk.com/uk/food-safety,content_page,"The page provides information about food safety, authenticity, legality, and quality related to Bulk's products and services, but it does not offer a specific product for sale or contain FAQs. It serves as general informational content rather than fitting any of the other specific categories."
https://www.bulk.com/uk/foods/baking-ingredients,product_listing_page; faq_page,"The page features a variety of baking ingredients available for purchase, which classifies it as a product listing page. Additionally, it contains a section of FAQs related to baking ingredients, categorizing it also as a FAQ page."
https://www.bulk.com/uk/foods/bars-flapjacks,product_listing_page,"The page is a Product List Page that offers a range of protein bars and flapjacks, indicating it lists multiple products for sale."
https://www.bulk.com/uk/foods/beef-snacks,product_listing_page,"The page lists multiple beef snacks products, including High Protein Biltong and Beef Jerky, but does not provide specific details for a single product with a buying option."
https://www.bulk.com/uk/foods/breakfast,product_listing_page; faq_page,"The page contains a list of products related to high-protein breakfast foods for sale, qualifying it as a product listing page. Additionally, it features a section with commonly asked questions (FAQs) about high-protein breakfasts, which classifies part of the content as an FAQ page."
https://www.bulk.com/uk/foods/cheat-foods,product_listing_page; faq_page,"The page contains a list of cheat food products available for sale, indicating it is a product listing page. Additionally, it features a section dedicated to frequently asked questions about cheat foods, categorizing it as an FAQ page."
https://www.bulk.com/uk/foods/chia,product_listing_page; faq_page,"The page is primarily a product listing for Chia products, providing an overview of items available for purchase. It also contains a section with FAQs related to Chia seeds, thus fitting the criteria for a FAQ page."
https://www.bulk.com/uk/foods/coconut,product_listing_page; faq_page,"The page contains a product listing for various coconut products, indicating it serves as a product listing page. Additionally, it features a Frequently Asked Questions (FAQs) section regarding coconut supplements and their benefits, qualifying it as a faq_page."
https://www.bulk.com/uk/foods/dried-fruits,product_listing_page; faq_page,"The page lists a category of products (dried fruits) for sale with a description, indicating it's a product listing page. Additionally, it contains a section with frequently asked questions related to dried fruits, qualifying it as an FAQ page."
https://www.bulk.com/uk/foods/drinks-beverages,product_listing_page,"The page lists a category of products (Drinks & Beverages) available for purchase, as indicated by the title and content describing a range of drinks offered by Bulk™."
https://www.bulk.com/uk/foods/egg-whites,product_listing_page; faq_page,"The page lists a range of egg white products for sale, indicating it is a product listing page. It also includes a section with frequently asked questions about protein products, categorizing it as an FAQ page as well."
https://www.bulk.com/uk/foods/fish-snacks,product_listing_page,"The page is a product list page focused on fish snacks, specifically highlighting Fish Jerky, which indicates a category of products available for purchase. However, it does not provide a specific product for sale with a price and buy option."
https://www.bulk.com/uk/foods/flavourings-sweeteners,product_listing_page,"The page is a product list page that provides an overview of available flavourings and sweeteners for sale, with product categories and descriptions, indicating it's a collection of products rather than a single item."
https://www.bulk.com/uk/foods/flour,product_listing_page,"The page lists a category of products related to Flour, including various options and nutritional benefits, which qualifies it as a product listing page."
https://www.bulk.com/uk/foods/healthy-oils,product_listing_page,"The content presents a category of products (Healthy Oils) available for purchase, describing them as a product list. It indicates that users can shop for various healthy oils, fitting the definition of a product listing page."
https://www.bulk.com/uk/foods/konjac,product_listing_page; faq_page,"The page contains a product listing for Konjac which is a type of food supplement, and also features an FAQ section that provides detailed information about Konjac."
https://www.bulk.com/uk/foods/long-lasting,product_listing_page,"The page is describing a range of products (long-lasting foods) in a category format, which fits the characteristics of a product listing page."
https://www.bulk.com/uk/foods/meat-snacks,product_listing_page; faq_page,"The page contains a product listing for various meat snacks, including specific products like biltong and beef jerky, indicating it serves as a product listing page. Additionally, it includes a FAQ section related to meat snacks."
https://www.bulk.com/uk/foods/nut-butters/almond,product_listing_page,"The page provides an overview of multiple almond-related products, indicating it is a product listing page rather than a single product details page."
https://www.bulk.com/uk/foods/nut-butters/cashew,product_listing_page,"The page is listing a category of products related to cashew nut butters, providing information about the types of cashew butter available."
https://www.bulk.com/uk/foods/nut-butters/hazelnut,product_listing_page,"The page is a product listing page that showcases a category of products related to Hazelnut butters, containing links and descriptions but not individual product purchase options."
https://www.bulk.com/uk/foods/nut-butters/peanut,product_listing_page; faq_page,"The page contains a list of products related to peanut butters, indicating it is a product listing page. It also includes a FAQ section specifically about peanut butter, which qualifies it as a faq page."
https://www.bulk.com/uk/foods/nut-butters/pistachio,product_listing_page,"The page lists a category of products related to Pistachio spreads and butters, allowing users to explore multiple options within that specific category."
https://www.bulk.com/uk/foods/nut-butters,product_listing_page; faq_page,"The page lists various nut butters available for purchase, indicating it is a product listing page. It also contains a FAQ section related to nut butters, which qualifies it as a FAQ page."
https://www.bulk.com/uk/foods/nuts-seeds,product_listing_page; faq_page,"The page features a list of Nuts & Seeds offered for sale, qualifying it as a product listing page. Additionally, it contains a FAQ section that addresses common questions related to nuts and seeds, which qualifies it as a FAQ page."
https://www.bulk.com/uk/foods/organic-foods,product_listing_page; faq_page,"The page contains a list of organic food products, suggesting it is a product listing page. Additionally, it includes a FAQ section answering questions related to organic foods and supplements, classifying it as a FAQ page."
https://www.bulk.com/uk/foods/protein-snacks,product_listing_page,"The page lists a category of products, specifically Protein Snacks, and provides an overview of different types available."
https://www.bulk.com/uk/foods/superfoods,product_listing_page,"The page is a product listing page showcasing a variety of superfoods, designed to improve health and wellbeing, with no specific product for sale."
https://www.bulk.com/uk/foods/zero-calorie-foods,product_listing_page; faq_page,"The page provides a list of zero calorie foods for sale, which qualifies it as a product listing page. It also contains a FAQ section answering questions about zero calorie foods."
https://www.bulk.com/uk/foods,product_listing_page; faq_page,"The page contains a listing of various healthy food products available for sale, qualifying it as a product_listing_page. Additionally, it also includes a FAQ section addressing common questions about healthy foods, making it a faq_page as well."
https://www.bulk.com/uk/full-priced-items,product_listing_page,"The content indicates a product list page offering categories of full-priced items, suggesting it displays multiple products available for purchase."
https://www.bulk.com/uk/georgia-grant,product_listing_page,"The page is identified as a 'Product List Page' which indicates it is listing a category of products, specifically under the 'georgia-grant' category."
https://www.bulk.com/uk/gifts-for-men,product_listing_page,"The page is a product list page specifically for 'gifts for men', indicating it contains multiple products available for sale."
https://www.bulk.com/uk/gifts-for-sports-enthusiasts,product_listing_page,The page presents a category of products (gifts for sports enthusiasts) but does not offer a single concrete product for sale.
https://www.bulk.com/uk/gifts-for-the-gym-lover,product_listing_page,"The page presents a list of products categorized as gifts for gym lovers, indicating it serves as an overview of multiple products rather than a single product for sale."
https://www.bulk.com/uk/gifts-for-vegans,product_listing_page,"The page is categorized as a 'Product List Page' and lists gifts for vegans, indicating it provides an overview of products available for purchase."
https://www.bulk.com/uk/gifts-for-wellbeing-lovers,product_listing_page,"The page provides a list of products categorized under 'gifts for wellbeing lovers', indicating that it is a product listing page rather than detailing a single product."
https://www.bulk.com/uk/gifts-for-women,product_listing_page,"The page is categorized as a product list page specifically for gifts for women, indicating that it lists multiple products in a category."
https://www.bulk.com/uk/gluten-free-diet,product_listing_page,"The page is a product list page specifically for gluten-free diet products, indicating it lists multiple products available for purchase."
https://www.bulk.com/uk/google-shopping-skus,product_listing_page,"The page is identified as a 'Product List Page', indicating it provides an overview or listing of products, which qualifies it as a product_listing_page."
https://www.bulk.com/uk/health-wellbeing/antioxidants,product_listing_page; faq_page,"The page lists a range of antioxidant supplements available for purchase, which qualifies it as a product listing page. Additionally, it contains a section with frequently asked questions (FAQs) regarding antioxidant supplements, which qualifies it as an FAQ page."
https://www.bulk.com/uk/health-wellbeing/digestive-aids,product_listing_page; faq_page,"The page contains a detailed listing of gut health supplements, which fits the product_listing_page category, as it discusses multiple products available for purchase. Additionally, there is a comprehensive FAQ section addressing common questions about gut health supplements, qualifying it as a faq_page."
https://www.bulk.com/uk/health-wellbeing/essential-fatty-acids,product_listing_page; faq_page,"The page lists a category of products related to essential fatty acids, which fits the product_listing_page category. Additionally, it contains a section dedicated to frequently asked questions about essential fatty acids, classifying it as a faq_page."
https://www.bulk.com/uk/health-wellbeing/fish-oils,product_listing_page; faq_page,"The page provides a list of various fish oil supplements available for purchase, which qualifies it as a product listing page. Additionally, it contains a section answering frequently asked questions about fish oils, categorizing it as an faq page as well."
https://www.bulk.com/uk/health-wellbeing/fruits-vegetables,product_listing_page; faq_page,"The page presents a range of products within the Fruits & Vegetables category, indicating it is a product listing page. Additionally, it contains an FAQ section related to fruit and vegetable supplements, categorizing it as an FAQ page."
https://www.bulk.com/uk/health-wellbeing/greens-supplements,product_listing_page; faq_page,"The page lists a category of products (Greens Supplements) for sale, indicating it's a product listing page. It also includes a section for frequently asked questions, categorizing it as a FAQ page."
https://www.bulk.com/uk/health-wellbeing/gummies,product_listing_page,"The page is categorized as a product listing page that showcases a range of supplement gummies, indicating that it provides an overview of multiple products available for purchase."
https://www.bulk.com/uk/health-wellbeing/hair-skin-nails,product_listing_page; faq_page,"The page is primarily a product listing page showcasing a range of hair, skin, and nails supplements available for purchase, while also containing a section with frequently asked questions (FAQs) related to the topic."
https://www.bulk.com/uk/health-wellbeing/heart-health,product_listing_page; faq_page,"The page primarily lists heart health supplements, which fits the product_listing_page category, and it also contains an FAQ section answering various questions about heart health supplements, fitting the faq_page category."
https://www.bulk.com/uk/health-wellbeing/high-fibre-supplements,product_listing_page; faq_page,"The page contains a product listing for high fibre supplements, which indicates it is a product listing page. Additionally, there is an FAQ section addressing questions about fibre supplements, which classifies it as an FAQ page."
https://www.bulk.com/uk/health-wellbeing/immune-support,product_listing_page; faq_page,"The page features a listing of immune system supplements for sale, indicating a product listing page. Additionally, it contains a FAQ section related to immune support supplements, categorizing it also as a FAQ page."
https://www.bulk.com/uk/health-wellbeing/joint-care,product_listing_page,"The page is a product listing page that showcases a range of joint care supplements offered by Bulk™, indicating it is designed for browsing and purchasing a category of products rather than a single product."
https://www.bulk.com/uk/health-wellbeing/libido-support,product_listing_page; faq_page,"The page contains a product listing for libido supplements, indicating a product listing page. Additionally, it has a section titled 'Libido Boosters FAQS', which includes multiple questions and answers about libido boosters, classifying it as an FAQ page."
https://www.bulk.com/uk/health-wellbeing/liver-health,product_listing_page; faq_page,"The page lists liver support supplements, indicating it is a product listing page. Additionally, there is a comprehensive FAQ section that addresses common questions about liver support supplements, qualifying it as an FAQ page."
https://www.bulk.com/uk/health-wellbeing/mood-cognition,product_listing_page; faq_page,"The page contains an extensive range of mood and cognitive elevation supplements which indicates it is a product listing page. It also includes a section with FAQs related to mood supplements, which qualifies it as a FAQ page."
https://www.bulk.com/uk/health-wellbeing/multivitamins,product_listing_page; faq_page,"The page features a product listing for multivitamins, providing an overview of various vitamin products available for purchase. Additionally, it includes a section that addresses several FAQs related to multivitamins, qualifying it as an FAQ page."
https://www.bulk.com/uk/health-wellbeing/omega-3,product_listing_page; faq_page,"The page contains a detailed list of various Omega 3 products available for purchase, which classifies it as a product listing page. Additionally, it includes a FAQ section specifically addressing questions about Omega 3 supplements."
https://www.bulk.com/uk/health-wellbeing/organic-powders,product_listing_page; faq_page,The page lists various organic powders for sale but does not detail a single product; hence it's classified as a product listing page. It also contains a FAQ section providing answers about organic powders which confirms its classification as a FAQ page.
https://www.bulk.com/uk/health-wellbeing/probiotics,product_listing_page; faq_page,"The page lists multiple bio-culture products with information about their benefits, indicating it's a product listing page. Additionally, it contains a detailed FAQ section related to bio-culture supplements, which categorizes it as a FAQ page."
https://www.bulk.com/uk/health-wellbeing/superfood-powders,product_listing_page,"The page features a list of Superfood Powders, providing an overview of the products in a specific category, encouraging users to explore the full range without focusing on a single product."
https://www.bulk.com/uk/health-wellbeing,product_listing_page; faq_page,"The page lists various health and wellbeing supplements available for purchase, making it a product listing page. Additionally, it contains a FAQ section that answers common questions about health supplements, classifying it as a faq page."
https://www.bulk.com/uk/healthy-breakfast,product_listing_page,"The page is a 'Product List Page' that categorizes products under 'healthy-breakfast', indicating it is an overview of multiple products available for purchase."
https://www.bulk.com/uk/joanna-lowy,product_listing_page,"The page is identified as a 'Product List Page', indicating it lists multiple products within the category 'joanna-lowy', which classifies it as a product_listing_page."
https://www.bulk.com/uk/long-term-health-goal,product_listing_page,"The page is a Product List Page that provides an overview of products related to the Health & Wellbeing category, indicating that it lists multiple products available for purchase."
https://www.bulk.com/uk/millions,product_listing_page,"The page is categorized as a product list page for the brand 'Millions', showcasing a range of products related to the brand."
https://www.bulk.com/uk/new-buy-box-additional-info,product_listing_page,"The page provides information on delivery options and payment methods, indicating a focus on e-commerce, though the details do not explicitly state a specific product for sale. It gives a recommendation section which usually appears in product listing contexts."
https://www.bulk.com/uk/new-products,product_listing_page,"The page provides an overview of new products available for purchase, listing various product categories and inviting users to check back for new items. It does not offer a single product for sale or a specific product detail page."
https://www.bulk.com/uk/notify-out-of-stock,content_page,"The page contains a form related to an out-of-stock notification, which does not fit the categories of blog articles, product details, product listings, or FAQs."
https://www.bulk.com/uk/offer-terms,content_page,"The page contains terms and conditions related to offers, but does not fit into any of the other specified categories such as a blog article, product details, product listing, or FAQ."
https://www.bulk.com/uk/our-favourites,product_listing_page,"The page is identified as a 'Product List Page' and contains a category for 'our-favourites,' indicating it lists products available for purchase."
https://www.bulk.com/uk/ourplanet,content_page,"The page discusses sustainability efforts and packaging changes in a narrative format, but does not specifically offer a product for sale or contain an FAQ section."
https://www.bulk.com/uk/pancake-day,product_listing_page,"The page lists several products related to pancake day, such as Protein Pancake Mix, Peanut Butter, and Zero Calorie Syrup, suggesting it serves as a product listing page."
https://www.bulk.com/uk/payment-options,faq_page,"The page contains a series of questions and answers regarding payment options, which is characteristic of a FAQ page."
https://www.bulk.com/uk/products/1-complete-food-shake/bpfs-one,product_details_page,"The page contains detailed information about a specific product for sale, including its price, description, sizes, flavors, and directions for use. It includes an action to purchase the product."
https://www.bulk.com/uk/products/4-seed-peanut-butter/bpf-4spb,product_details_page,"The page contains detailed information about a single product, 4 Seed Peanut Butter, including the price, description, size, and options to purchase it."
https://www.bulk.com/uk/products/5-htp-capsules/bpb-5htp-100c,product_details_page,"The page provides detailed information about a specific product, 5-HTP Capsules 100mg, including a price, quantity options, a buy option, and product descriptions."
https://www.bulk.com/uk/products/acetyl-l-carnitine/bpb-alca-0000,product_details_page,"The page contains detailed information about a specific product, Acetyl L-Carnitine, including its price (£10.99), a description, benefits, and an action to buy it (with price details)."
https://www.bulk.com/uk/products/activated-charcoal-capsules/bpb-acha-0000,product_details_page,"The page provides detailed information about a specific product (Activated Charcoal Capsules) including a price (£4.99), a description, and options to purchase, fulfilling the criteria for a product details page."
https://www.bulk.com/uk/products/aftermath/bpps-amat,product_details_page,"The page provides detailed information about a specific product, 'Aftermath Post-Workout Recovery', including its price, available flavors, sizes, ingredients, and a call to action to purchase, which qualifies it as a product details page."
https://www.bulk.com/uk/products/almond-butter-smooth-500g/bpf-abut-smoo-0500,product_details_page,"The page contains detailed information about a specific product, Almond Butter - Smooth 500g, including a pricing section with a regular price, final price, savings, and a clear action to potentially purchase the product."
https://www.bulk.com/uk/products/antioxidant-complex-capsules/bble-atox,product_details_page,"The page details a specific product, 'Antioxidant Complex Capsules', including its price, purchase options, and a description, which indicates it is a product details page focused on selling this specific item."
https://www.bulk.com/uk/products/apple-cider-vinegar-gummies/bpb-gumy-acvi,product_details_page,"The page provides detailed information about a specific product, Apple Cider Vinegar Gummies, including pricing, quantity options, a description, and a 'buy' option."
https://www.bulk.com/uk/products/arginine-alpha-ketoglutarate/bpb-aakg-0000,product_details_page,"The page offers a single product for sale (Arginine Alpha Ketoglutarate), includes the price and states the action to buy or add to cart, meeting the criteria for a product details page."
https://www.bulk.com/uk/products/ashwagandha-capsules/bpb-ks66-0500,product_details_page,"The page contains detailed information about a specific product (KSM-66® Ashwagandha Capsules 500mg) including price, description, recommended usage, and purchasing options (final price and the ability to buy)."
https://www.bulk.com/uk/products/ashwagandha-gummies/bpb-gumy-as,product_details_page,"The page offers a specific product, Ashwagandha Gummies, for sale with a clear price and an action to purchase the product."
https://www.bulk.com/uk/products/b-vitamin-complex-tablets/bpb-bvit-0000,product_details_page,"The page provides detailed information about a specific product, 'B Vitamin Complex Tablets', which includes a price, a clear option to purchase, and further product details."
https://www.bulk.com/uk/products/bacopa-monnieri-capsules-350mg/bpb-baco-0350,product_details_page,"The page provides specific details about a single product, Bacopa Monnieri 350mg, including its price (£10.99), a description, and an action to purchase it, fitting the criteria for a product details page."
https://www.bulk.com/uk/products/barbell-squat-pad/bace-bspa-blac-ones,product_details_page,"The page provides specific details about a single product, the Barbell Squat Pad, including a price (£9.99) and likely actions to purchase."
https://www.bulk.com/uk/products/barista-syrup-dispensing-pump/bace-pump,product_details_page,"The page provides detailed information about a specific product, the Barista Syrup Dispensing Pump, including its price (£1.99) and a clear action to purchase it."
https://www.bulk.com/uk/products/bee-pollen-powder/bpb-bpol-0000,product_details_page,"The page provides detailed information about a single product, Bee Pollen Powder, including a final price of £19.79, a clearance sale offer, and an action to purchase the product. It contains all necessary attributes to classify it as a product details page."
https://www.bulk.com/uk/products/beef-jerky/bpf-bjer,product_details_page,"The page provides specific details about a single product, Beef Jerky, including the final price (£7.99), a comparison to the regular price, and an option to purchase the product. This fits the criteria for a product details page."
https://www.bulk.com/uk/products/beef-protein-isolate-97-hydrobeef/bpb-hbee-0000,product_details_page,"The page provides detailed information about a specific product, 'Beef Protein Isolate 97', including a price, description, available flavors, and an option to buy (add to cart)."
https://www.bulk.com/uk/products/beta-alanine/bpb-bala-0000,product_details_page,"The page is offering a specific product, Beta Alanine Powder, for sale. It lists a price, provides details about the product, and suggests an action to buy or add to cart."
https://www.bulk.com/uk/products/biotin-tablets/bpb-biot,product_details_page,"The page provides details about a specific product (Biotin Tablets), including a price, quantity options, a buy action, and a description that emphasizes its features and benefits."
https://www.bulk.com/uk/products/black-maca-capsules-4000mg/bpb-bmac-0500,product_details_page,"The page provides detailed information about a specific product (Black Maca Capsules), including a price, a purchase option (Final Price: £7.99), and a description of the product, which indicates it is designed for sale."
https://www.bulk.com/uk/products/blood-glucose-health-capsules/bble-bsug,product_details_page,"The page provides detailed information about a specific product, Blood Glucose Health Capsules, including pricing, quantity, description, benefits, directions, ingredients, and an action to buy the product."
https://www.bulk.com/uk/products/bone-broth-powder/bpb-bbro,product_details_page,"The page provides detailed information about a specific product (Beef Bone Broth Powder) for sale, including its price (£13.79) and an implication to purchase through the product details."
https://www.bulk.com/uk/products/bone-health-capsules/bble-bone,product_details_page,"The page offers a specific product, Bone Health Capsules, for sale with a final price, discounts, and an action to buy or add to cart."
https://www.bulk.com/uk/products/brain-health-capsules/bble-brai,product_details_page,"The page provides detailed information about a specific product (Brain Health Capsules), including the price, a description, and an option to purchase it, meeting all criteria for a product details page."
https://www.bulk.com/uk/products/branched-chain-amino-acid-tablets/bpb-bcaa,product_details_page,"The page provides detailed information about a specific product, Branched Chain Amino Acids, including a final price (£7.99) and the option to buy or add to cart."
https://www.bulk.com/uk/products/broccoli-powder/bpb-broc-0000,product_details_page,"The page contains detailed information about a single product, Broccoli Powder, including its price, size, description, benefits, and a clear action to purchase it."
https://www.bulk.com/uk/products/brown-rice-protein-80/bpb-brp8-0000,product_details_page,"The page provides detailed information about a specific product, Brown Rice Protein, including its price (£7.99), a description, sizing options (500g, 1kg, 2.5kg), and an action to buy or add to cart."
https://www.bulk.com/uk/products/bulk-castore-hoodie/buca-hood,product_details_page,"The page details a specific product, the Bulk™ × Castore Hoodie, including its price, which is £35.00, and contains options to buy or add to cart, indicating it is a product details page."
https://www.bulk.com/uk/products/bulk-castore-quarter-zip-midlayer/buca-qzml,product_details_page,"The page contains specific details about a product, including a price listed as £65.00, color options, size options, and has a description of the product. Additionally, it indicates the product is available for purchase, fitting the criteria for a product details page."
https://www.bulk.com/uk/products/bulk-everyday-joggers/bulk-jogg,product_details_page,"The page provides detailed information about the 'Everyday™ Joggers', including a final price of £20.00 and offers an action to buy the product."
https://www.bulk.com/uk/products/bulk-iconic-hoodie/bulk-hood,product_details_page,"The page offers a specific product for sale, the Iconic Hoodie, which includes a price, a description, and an implied action to purchase it."
https://www.bulk.com/uk/products/bulk-powderstm-weightlifting-gloves-extra-large/bace-tglo-blac-xlar,product_details_page,"The page provides detailed information about a specific product, 'Training Gloves - XL', including a price of £6.00, a description, features, and an indication of a 'Clearance Sale'. It includes the ability to purchase the product directly."
https://www.bulk.com/uk/products/bulk-training-t-shirt/bulk-tshi,product_details_page,"The page contains specific details about a single product, the Training T-Shirt, including its price, description, and an action to purchase it."
